Наименование,ISIN,Валюта,Количество_нп,Номинал_нп,Цена_нп,Стоимость_нп,НКД_нп,Количество_кп,Номинал_кп,Цена_кп,Стоимость_кп,НКД_кп,Количество_изп,Стоимость_изп,Зачисления,Списания,Остаток,Дата
Сбербанк,RU0009029540,RUB,20,3,244.71,4894.20,0,20,3,246.35,4927.00,0,0,32.80,0,0,20,2023-05-26
25084,RU000A101FA1,RUB,35,1000,99.56,34846.00,401.45,35,1000,99.492,34822.20,416.85,0,-23.80,0,0,35,2023-06-26
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-06-26
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-06-26
YandexclA,NL0009805522,RUB,1,0.01,2442.4,2442.40,0,1,0.01,2407.2,2407.20,0,0,-35.20,0,0,1,2023-06-26
БПИФбрутто,RU000A0ZZH92,RUB,830,1,15.801,13114.83,0,830,1,15.663,13000.29,0,0,-114.54,0,0,830,2023-06-26
ГАЗПРОМао,RU0007661625,RUB,30,5,167.75,5032.50,0,30,5,167.28,5018.40,0,0,-14.10,0,0,30,2023-06-26
ЛУКОЙЛ,RU0009024277,RUB,1,0.025,5100,5100.00,0,1,0.025,5070.5,5070.50,0,0,-29.50,0,0,1,2023-06-26
Магнитао,RU000A0JKQU8,RUB,1,0.01,4882.5,4882.50,0,1,0.01,4807,4807.00,0,0,-75.50,0,0,1,2023-06-26
МТС-ао,RU0007775219,RUB,10,0.1,344.45,3444.50,0,10,0.1,345.4,3454.00,0,0,9.50,10,0,20,2023-06-26
Сбербанк,RU0009029540,RUB,30,3,239.79,7193.70,0,30,3,238.83,7164.90,0,0,-28.80,0,0,30,2023-06-26
FXDEETF,IE00BD3QJN10,RUB,100,1,29.95,2995.00,0,100,1,29.48,2948.00,0,0,-47.00,0,0,100,2021-11-26
FXDMETF,IE00BMDKNM37,RUB,70,1,79.41,5558.70,0,70,1,78.07,5464.90,0,0,-93.80,0,0,70,2021-11-26
FXGDETF,IE00B8XB7377,RUB,2,1,898.4,1796.80,0,2,1,914.4,1828.80,0,0,32.00,0,0,2,2021-11-26
FXIMETF,IE00BNC2D728,RUB,23,1,102.75,2363.25,0,30,1,102.31,3069.30,0,7,706.05,0,0,30,2021-11-26
FXRLETF,IE00BQ1Y6480,RUB,100,1,43.215,4321.50,0,135,1,41.995,5669.33,0,35,1347.83,0,0,135,2021-11-26
FXRUETF,IE00BD5FH213,RUB,3,1,950.8,2852.40,0,3,1,961,2883.00,0,0,30.60,0,0,3,2021-11-26
FXRWETF,IE00BK224M36,RUB,800,1,1.3547,1083.76,0,800,1,1.3317,1065.36,0,0,-18.40,0,0,800,2021-11-26
FXUSETF,IE00BD3QHZ91,RUB,300,1,64.47,19341.00,0,300,1,63.78,19134.00,0,0,-207.00,0,0,300,2021-11-26
SBSPETF,RU000A1006W1,RUB,3,1,1869,5607.00,0,3,1,1852.6,5557.80,0,0,-49.20,0,0,3,2021-11-26
VTBEETF,RU000A100HQ5,RUB,50,1,92.91,4645.50,0,63,1,91.03,5734.89,0,13,1089.39,0,0,63,2021-11-26
БПИФбрутто,RU000A0ZZH92,RUB,240,1,20.031,4807.44,0,268,1,19.457,5214.48,0,28,407.04,0,0,268,2021-11-26
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2022-11-26
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2022-11-26
БПИФбрутто,RU000A0ZZH92,RUB,417,1,11.721,4887.66,0,417,1,11.721,4887.66,0,0,0.00,0,0,417,2022-11-26
25084,RU000A101FA1,RUB,30,1000,98.496,29548.80,344.1,30,1000,98.496,29548.80,357.3,0,0.00,0,0,30,2022-12-26
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2022-12-26
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2022-12-26
БПИФбрутто,RU000A0ZZH92,RUB,417,1,11.62,4845.54,0,417,1,11.704,4880.57,0,0,35.03,53,0,470,2022-12-26
25084,RU000A101FA1,RUB,35,1000,99.232,34731.20,106.75,35,1000,99.304,34756.40,111.65,0,25.20,0,0,35,2023-04-27
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-04-27
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-04-27
БПИФбрутто,RU000A0ZZH92,RUB,750,1,14.326,10744.50,0,750,1,14.388,10791.00,0,0,46.50,80,0,830,2023-04-27
ГАЗПРОМао,RU0007661625,RUB,10,5,178.88,1788.80,0,10,5,181.61,1816.10,0,0,27.30,10,0,20,2023-04-27
МТС-ао,RU0007775219,RUB,10,0.1,273,2730.00,0,10,0.1,271.45,2714.50,0,0,-15.50,0,0,10,2023-04-27
Сбербанк,RU0009029540,RUB,10,3,235.42,2354.20,0,10,3,238.56,2385.60,0,0,31.40,10,0,20,2023-04-27
FXDEETF,IE00BD3QJN10,RUB,1,1,3144.5,3144.50,0,1,1,3130,3130.00,0,0,-14.50,0,0,1,2021-05-27
FXDMETF,IE00BMDKNM37,RUB,40,1,76.85,3074.00,0,40,1,76.87,3074.80,0,0,0.80,0,0,40,2021-05-27
FXIMETF,IE00BNC2D728,RUB,20,1,85.79,1715.80,0,20,1,85.38,1707.60,0,0,-8.20,0,0,20,2021-05-27
FXRLETF,IE00BQ1Y6480,RUB,1,1,3961,3961.00,0,1,1,3967,3967.00,0,0,6.00,0,0,1,2021-05-27
FXRUETF,IE00BD5FH213,RUB,2,1,951.9,1903.80,0,2,1,952.2,1904.40,0,0,0.60,0,0,2,2021-05-27
FXRWETF,IE00BK224M36,RUB,465,1,1.2427,577.86,0,465,1,1.2406,576.88,0,0,-0.98,0,0,465,2021-05-27
FXUSETF,IE00BD3QHZ91,RUB,1,1,5654,5654.00,0,2,1,5647,11294.00,0,1,5640.00,0,0,2,2021-05-27
SBSPETF,RU000A1006W1,RUB,2,1,1641.4,3282.80,0,2,1,1641,3282.00,0,0,-0.80,0,0,2,2021-05-27
VTBEETF,RU000A100HQ5,RUB,3,1,96.49,289.47,0,3,1,96.82,290.46,0,0,0.99,0,0,3,2021-05-27
БПИФбрутто,RU000A0ZZH92,RUB,2,1,1826.5,3653.00,0,2,1,1834,3668.00,0,0,15.00,0,0,2,2021-05-27
25084,RU000A101FA1,RUB,35,1000,99.492,34822.20,416.85,35,1000,99.518,34831.30,421.75,0,9.10,0,0,35,2023-06-27
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-06-27
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-06-27
YandexclA,NL0009805522,RUB,1,0.01,2407.2,2407.20,0,1,0.01,2408.2,2408.20,0,0,1.00,0,0,1,2023-06-27
БПИФбрутто,RU000A0ZZH92,RUB,830,1,15.663,13000.29,0,830,1,15.693,13025.19,0,0,24.90,0,0,830,2023-06-27
ГАЗПРОМао,RU0007661625,RUB,30,5,167.28,5018.40,0,30,5,166.79,5003.70,0,0,-14.70,0,0,30,2023-06-27
ЛУКОЙЛ,RU0009024277,RUB,1,0.025,5070.5,5070.50,0,1,0.025,5128,5128.00,0,0,57.50,0,0,1,2023-06-27
Магнитао,RU000A0JKQU8,RUB,1,0.01,4807,4807.00,0,1,0.01,4828.5,4828.50,0,0,21.50,0,0,1,2023-06-27
МТС-ао,RU0007775219,RUB,10,0.1,345.4,3454.00,0,20,0.1,345.7,6914.00,0,10,3460.00,0,0,20,2023-06-27
Сбербанк,RU0009029540,RUB,30,3,238.83,7164.90,0,30,3,239.77,7193.10,0,0,28.20,0,0,30,2023-06-27
FXDEETF,IE00BD3QJN10,RUB,103,1,29.35,3023.05,0,103,1,29.295,3017.39,0,0,-5.66,15,0,118,2021-12-27
FXDMETF,IE00BMDKNM37,RUB,78,1,77.99,6083.22,0,78,1,78.17,6097.26,0,0,14.04,11,0,89,2021-12-27
FXGDETF,IE00B8XB7377,RUB,2,1,890.4,1780.80,0,2,1,892.2,1784.40,0,0,3.60,0,0,2,2021-12-27
FXIMETF,IE00BNC2D728,RUB,30,1,102.36,3070.80,0,30,1,102.54,3076.20,0,0,5.40,0,0,30,2021-12-27
FXRLETF,IE00BQ1Y6480,RUB,150,1,40.57,6085.50,0,150,1,41.11,6166.50,0,0,81.00,20,0,170,2021-12-27
FXRUETF,IE00BD5FH213,RUB,3,1,933.4,2800.20,0,3,1,932.6,2797.80,0,0,-2.40,0,0,3,2021-12-27
FXRWETF,IE00BK224M36,RUB,900,1,1.3459,1211.31,0,900,1,1.3512,1216.08,0,0,4.77,135,0,1035,2021-12-27
FXUSETF,IE00BD3QHZ91,RUB,300,1,63.32,18996.00,0,300,1,63.31,18993.00,0,0,-3.00,0,0,300,2021-12-27
SBSPETF,RU000A1006W1,RUB,3,1,1843.4,5530.20,0,3,1,1848.6,5545.80,0,0,15.60,1,0,4,2021-12-27
VTBEETF,RU000A100HQ5,RUB,67,1,89.24,5979.08,0,67,1,89.55,5999.85,0,0,20.77,11,0,78,2021-12-27
БПИФбрутто,RU000A0ZZH92,RUB,320,1,18.813,6020.16,0,320,1,19.019,6086.08,0,0,65.92,50,0,370,2021-12-27
25084,RU000A101FA1,RUB,30,1000,98.496,29548.80,357.3,30,1000,98.482,29544.60,361.5,0,-4.20,0,0,30,2022-12-27
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2022-12-27
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2022-12-27
БПИФбрутто,RU000A0ZZH92,RUB,417,1,11.704,4880.57,0,470,1,11.779,5536.13,0,53,655.56,0,0,470,2022-12-27
25084,RU000A101FA1,RUB,30,1000,98.726,29617.80,631.8,30,1000,98.67,29601.00,636,0,-16.80,0,0,30,2023-02-28
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-02-28
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-02-28
БПИФбрутто,RU000A0ZZH92,RUB,470,1,12.237,5751.39,0,470,1,12.356,5807.32,0,0,55.93,0,0,470,2023-02-28
25084,RU000A101FA1,RUB,35,1000,99.304,34756.40,111.65,35,1000,99.303,34756.05,116.9,0,-0.35,0,0,35,2023-04-28
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-04-28
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-04-28
БПИФбрутто,RU000A0ZZH92,RUB,750,1,14.388,10791.00,0,750,1,14.361,10770.75,0,0,-20.25,80,0,830,2023-04-28
ГАЗПРОМао,RU0007661625,RUB,10,5,181.61,1816.10,0,10,5,182.39,1823.90,0,0,7.80,10,0,20,2023-04-28
МТС-ао,RU0007775219,RUB,10,0.1,271.45,2714.50,0,10,0.1,272.1,2721.00,0,0,6.50,0,0,10,2023-04-28
Сбербанк,RU0009029540,RUB,10,3,238.56,2385.60,0,10,3,239.83,2398.30,0,0,12.70,10,0,20,2023-04-28
FXDEETF,IE00BD3QJN10,RUB,103,1,29.295,3017.39,0,103,1,29.69,3058.07,0,0,40.68,15,0,118,2021-12-28
FXDMETF,IE00BMDKNM37,RUB,78,1,78.17,6097.26,0,78,1,78.8,6146.40,0,0,49.14,11,0,89,2021-12-28
FXGDETF,IE00B8XB7377,RUB,2,1,892.2,1784.40,0,2,1,897.8,1795.60,0,0,11.20,0,0,2,2021-12-28
FXIMETF,IE00BNC2D728,RUB,30,1,102.54,3076.20,0,30,1,103.77,3113.10,0,0,36.90,0,0,30,2021-12-28
FXRLETF,IE00BQ1Y6480,RUB,150,1,41.11,6166.50,0,150,1,41.7,6255.00,0,0,88.50,20,0,170,2021-12-28
FXRUETF,IE00BD5FH213,RUB,3,1,932.6,2797.80,0,3,1,935.1,2805.30,0,0,7.50,0,0,3,2021-12-28
FXRWETF,IE00BK224M36,RUB,900,1,1.3512,1216.08,0,900,1,1.3641,1227.69,0,0,11.61,135,0,1035,2021-12-28
FXUSETF,IE00BD3QHZ91,RUB,300,1,63.31,18993.00,0,300,1,64.46,19338.00,0,0,345.00,0,0,300,2021-12-28
SBSPETF,RU000A1006W1,RUB,3,1,1848.6,5545.80,0,3,1,1873.6,5620.80,0,0,75.00,1,0,4,2021-12-28
VTBEETF,RU000A100HQ5,RUB,67,1,89.55,5999.85,0,67,1,90.25,6046.75,0,0,46.90,11,0,78,2021-12-28
БПИФбрутто,RU000A0ZZH92,RUB,320,1,19.019,6086.08,0,320,1,19.267,6165.44,0,0,79.36,50,0,370,2021-12-28
25084,RU000A101FA1,RUB,32,1000,98.835,31627.20,808.64,32,1000,98.817,31621.44,813.12,0,-5.76,1,0,33,2023-03-29
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-03-29
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-03-29
БПИФбрутто,RU000A0ZZH92,RUB,570,1,13.361,7615.77,0,570,1,13.451,7667.07,0,0,51.30,110,0,680,2023-03-29
МТС-ао,RU0007775219,RUB,0,0.1,257.65,0.00,0,0,0.1,257.75,0.00,0,0,0.00,10,0,10,2023-03-29
Сбербанк,RU0009029540,RUB,10,3,212.73,2127.30,0,10,3,216.83,2168.30,0,0,41.00,0,0,10,2023-03-29
25084,RU000A101FA1,RUB,35,1000,99.283,34749.05,259.35,35,1000,99.289,34751.15,274.4,0,2.10,0,0,35,2023-05-29
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-05-29
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-05-29
БПИФбрутто,RU000A0ZZH92,RUB,830,1,14.895,12362.85,0,830,1,15.142,12567.86,0,0,205.01,0,0,830,2023-05-29
ГАЗПРОМао,RU0007661625,RUB,20,5,164.12,3282.40,0,20,5,164.12,3282.40,0,0,0.00,10,0,30,2023-05-29
ЛУКОЙЛ,RU0009024277,RUB,1,0.025,5238.5,5238.50,0,1,0.025,5473.5,5473.50,0,0,235.00,0,0,1,2023-05-29
МТС-ао,RU0007775219,RUB,10,0.1,306.9,3069.00,0,10,0.1,312.85,3128.50,0,0,59.50,0,0,10,2023-05-29
Сбербанк,RU0009029540,RUB,20,3,246.35,4927.00,0,20,3,250.06,5001.20,0,0,74.20,0,0,20,2023-05-29
FXDEETF,IE00BD3QJN10,RUB,100,1,29.71,2971.00,0,100,1,29.635,2963.50,0,0,-7.50,0,0,100,2021-09-29
FXDMETF,IE00BMDKNM37,RUB,52,1,75.57,3929.64,0,52,1,75.55,3928.60,0,0,-1.04,18,0,70,2021-09-29
FXGDETF,IE00B8XB7377,RUB,1,1,849,849.00,0,1,1,850.8,850.80,0,0,1.80,1,0,2,2021-09-29
FXIMETF,IE00BNC2D728,RUB,23,1,93.44,2149.12,0,23,1,92.61,2130.03,0,0,-19.09,0,0,23,2021-09-29
FXRLETF,IE00BQ1Y6480,RUB,1,1,4459,4459.00,0,1,1,4440,4440.00,0,0,-19.00,0,0,1,2021-09-29
FXRUETF,IE00BD5FH213,RUB,3,1,939.9,2819.70,0,3,1,941.8,2825.40,0,0,5.70,0,0,3,2021-09-29
FXRWETF,IE00BK224M36,RUB,800,1,1.2914,1033.12,0,800,1,1.2932,1034.56,0,0,1.44,0,0,800,2021-09-29
FXUSETF,IE00BD3QHZ91,RUB,3,1,5884,17652.00,0,3,1,5851,17553.00,0,0,-99.00,0,0,3,2021-09-29
SBSPETF,RU000A1006W1,RUB,2,1,1701.8,3403.60,0,2,1,1689,3378.00,0,0,-25.60,0,0,2,2021-09-29
VTBEETF,RU000A100HQ5,RUB,50,1,91.04,4552.00,0,50,1,90.18,4509.00,0,0,-43.00,0,0,50,2021-09-29
БПИФбрутто,RU000A0ZZH92,RUB,240,1,20.587,4940.88,0,240,1,20.507,4921.68,0,0,-19.20,0,0,240,2021-09-29
FXDEETF,IE00BD3QJN10,RUB,103,1,29.69,3058.07,0,118,1,29.715,3506.37,0,15,448.30,0,0,118,2021-12-29
FXDMETF,IE00BMDKNM37,RUB,78,1,78.8,6146.40,0,89,1,79.18,7047.02,0,11,900.62,0,0,89,2021-12-29
FXGDETF,IE00B8XB7377,RUB,2,1,897.8,1795.60,0,2,1,891,1782.00,0,0,-13.60,0,0,2,2021-12-29
FXIMETF,IE00BNC2D728,RUB,30,1,103.77,3113.10,0,30,1,104.45,3133.50,0,0,20.40,0,0,30,2021-12-29
FXRLETF,IE00BQ1Y6480,RUB,150,1,41.7,6255.00,0,170,1,41.48,7051.60,0,20,796.60,0,0,170,2021-12-29
FXRUETF,IE00BD5FH213,RUB,3,1,935.1,2805.30,0,3,1,937.9,2813.70,0,0,8.40,0,0,3,2021-12-29
FXRWETF,IE00BK224M36,RUB,900,1,1.3641,1227.69,0,1035,1,1.3655,1413.29,0,135,185.60,0,0,1035,2021-12-29
FXUSETF,IE00BD3QHZ91,RUB,300,1,64.46,19338.00,0,300,1,64.55,19365.00,0,0,27.00,0,0,300,2021-12-29
SBSPETF,RU000A1006W1,RUB,3,1,1873.6,5620.80,0,4,1,1887.4,7549.60,0,1,1928.80,0,0,4,2021-12-29
VTBEETF,RU000A100HQ5,RUB,67,1,90.25,6046.75,0,78,1,90.01,7020.78,0,11,974.03,0,0,78,2021-12-29
БПИФбрутто,RU000A0ZZH92,RUB,320,1,19.267,6165.44,0,370,1,19.184,7098.08,0,50,932.64,0,0,370,2021-12-29
25084,RU000A101FA1,RUB,32,1000,98.817,31621.44,813.12,33,1000,98.829,32613.57,843.48,1,992.13,0,0,33,2023-03-30
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-03-30
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-03-30
БПИФбрутто,RU000A0ZZH92,RUB,570,1,13.451,7667.07,0,570,1,13.506,7698.42,0,0,31.35,110,0,680,2023-03-30
МТС-ао,RU0007775219,RUB,0,0.1,257.75,0.00,0,0,0.1,258.5,0.00,0,0,0.00,10,0,10,2023-03-30
Сбербанк,RU0009029540,RUB,10,3,216.83,2168.30,0,10,3,217.31,2173.10,0,0,4.80,0,0,10,2023-03-30
25084,RU000A101FA1,RUB,35,1000,99.289,34751.15,274.4,35,1000,99.262,34741.70,279.65,0,-9.45,0,0,35,2023-05-30
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-05-30
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-05-30
БПИФбрутто,RU000A0ZZH92,RUB,830,1,15.142,12567.86,0,830,1,15.193,12610.19,0,0,42.33,0,0,830,2023-05-30
ГАЗПРОМао,RU0007661625,RUB,20,5,164.12,3282.40,0,30,5,163.32,4899.60,0,10,1617.20,0,0,30,2023-05-30
ЛУКОЙЛ,RU0009024277,RUB,1,0.025,5473.5,5473.50,0,1,0.025,5605,5605.00,0,0,131.50,0,0,1,2023-05-30
Магнитао,RU000A0JKQU8,RUB,0,0.01,4090,0.00,0,0,0.01,4222,0.00,0,0,0.00,1,0,1,2023-05-30
МТС-ао,RU0007775219,RUB,10,0.1,312.85,3128.50,0,10,0.1,316.7,3167.00,0,0,38.50,0,0,10,2023-05-30
Сбербанк,RU0009029540,RUB,20,3,250.06,5001.20,0,20,3,247.96,4959.20,0,0,-42.00,0,0,20,2023-05-30
FXDEETF,IE00BD3QJN10,RUB,100,1,29.635,2963.50,0,100,1,29.39,2939.00,0,0,-24.50,0,0,100,2021-09-30
FXDMETF,IE00BMDKNM37,RUB,52,1,75.55,3928.60,0,52,1,75.26,3913.52,0,0,-15.08,18,0,70,2021-09-30
FXGDETF,IE00B8XB7377,RUB,1,1,850.8,850.80,0,1,1,850.4,850.40,0,0,-0.40,1,0,2,2021-09-30
FXIMETF,IE00BNC2D728,RUB,23,1,92.61,2130.03,0,23,1,92.43,2125.89,0,0,-4.14,0,0,23,2021-09-30
FXRLETF,IE00BQ1Y6480,RUB,1,1,4440,4440.00,0,1,1,4451.5,4451.50,0,0,11.50,0,0,1,2021-09-30
FXRUETF,IE00BD5FH213,RUB,3,1,941.8,2825.40,0,3,1,944.5,2833.50,0,0,8.10,0,0,3,2021-09-30
FXRWETF,IE00BK224M36,RUB,800,1,1.2932,1034.56,0,800,1,1.2893,1031.44,0,0,-3.12,0,0,800,2021-09-30
FXUSETF,IE00BD3QHZ91,RUB,3,1,5851,17553.00,0,3,1,5853,17559.00,0,0,6.00,0,0,3,2021-09-30
SBSPETF,RU000A1006W1,RUB,2,1,1689,3378.00,0,2,1,1691,3382.00,0,0,4.00,1,0,3,2021-09-30
VTBEETF,RU000A100HQ5,RUB,50,1,90.18,4509.00,0,50,1,90.56,4528.00,0,0,19.00,0,0,50,2021-09-30
БПИФбрутто,RU000A0ZZH92,RUB,240,1,20.507,4921.68,0,240,1,20.607,4945.68,0,0,24.00,0,0,240,2021-09-30
FXDEETF,IE00BD3QJN10,RUB,118,1,29.715,3506.37,0,118,1,29.95,3534.10,0,0,27.73,0,0,118,2021-12-30
FXDMETF,IE00BMDKNM37,RUB,89,1,79.18,7047.02,0,89,1,80.07,7126.23,0,0,79.21,0,0,89,2021-12-30
FXGDETF,IE00B8XB7377,RUB,2,1,891,1782.00,0,2,1,901,1802.00,0,0,20.00,3,3,2,2021-12-30
FXIMETF,IE00BNC2D728,RUB,30,1,104.45,3133.50,0,30,1,104.64,3139.20,0,0,5.70,0,0,30,2021-12-30
FXRLETF,IE00BQ1Y6480,RUB,170,1,41.48,7051.60,0,170,1,41.625,7076.25,0,0,24.65,0,0,170,2021-12-30
FXRUETF,IE00BD5FH213,RUB,3,1,937.9,2813.70,0,3,1,948.2,2844.60,0,0,30.90,0,0,3,2021-12-30
FXRWETF,IE00BK224M36,RUB,1035,1,1.3655,1413.29,0,1035,1,1.3566,1404.08,0,0,-9.21,0,0,1035,2021-12-30
FXUSETF,IE00BD3QHZ91,RUB,300,1,64.55,19365.00,0,300,1,65.21,19563.00,0,0,198.00,0,0,300,2021-12-30
SBSPETF,RU000A1006W1,RUB,4,1,1887.4,7549.60,0,4,1,1901,7604.00,0,0,54.40,0,0,4,2021-12-30
VTBEETF,RU000A100HQ5,RUB,78,1,90.01,7020.78,0,78,1,90.69,7073.82,0,0,53.04,0,0,78,2021-12-30
БПИФбрутто,RU000A0ZZH92,RUB,370,1,19.184,7098.08,0,370,1,19.281,7133.97,0,0,35.89,0,0,370,2021-12-30
25084,RU000A101FA1,RUB,30,1000,98.63,29589.00,370.2,30,1000,98.71,29613.00,374.7,0,24.00,0,0,30,2022-12-30
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2022-12-30
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2022-12-30
БПИФбрутто,RU000A0ZZH92,RUB,470,1,11.769,5531.43,0,470,1,11.744,5519.68,0,0,-11.75,0,0,470,2022-12-30
25084,RU000A101FA1,RUB,33,1000,98.829,32613.57,843.48,33,1000,98.834,32615.22,848.1,0,1.65,0,0,33,2023-03-31
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-03-31
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-03-31
БПИФбрутто,RU000A0ZZH92,RUB,570,1,13.506,7698.42,0,680,1,13.41,9118.80,0,110,1420.38,0,0,680,2023-03-31
МТС-ао,RU0007775219,RUB,0,0.1,258.5,0.00,0,10,0.1,256.75,2567.50,0,10,2567.50,0,0,10,2023-03-31
Сбербанк,RU0009029540,RUB,10,3,217.31,2173.10,0,10,3,214.09,2140.90,0,0,-32.20,0,0,10,2023-03-31
25084,RU000A101FA1,RUB,35,1000,99.262,34741.70,279.65,35,1000,99.261,34741.35,284.55,0,-0.35,0,0,35,2023-05-31
RSHEETF,RU000A100HQ5,RUB,81,1,94.21,7631.01,0,81,1,94.21,7631.01,0,0,0.00,0,0,81,2023-05-31
SBSPETF,RU000A1006W1,RUB,5,1,1719,8595.00,0,5,1,1719,8595.00,0,0,0.00,0,0,5,2023-05-31
БПИФбрутто,RU000A0ZZH92,RUB,830,1,15.193,12610.19,0,830,1,15.041,12484.03,0,0,-126.16,0,0,830,2023-05-31
ГАЗПРОМао,RU0007661625,RUB,30,5,163.32,4899.60,0,30,5,162.33,4869.90,0,0,-29.70,0,0,30,2023-05-31
ЛУКОЙЛ,RU0009024277,RUB,1,0.025,5605,5605.00,0,1,0.025,5553.5,5553.50,0,0,-51.50,0,0,1,2023-05-31
Магнитао,RU000A0JKQU8,RUB,0,0.01,4222,0.00,0,0,0.01,4164,0.00,0,0,0.00,1,0,1,2023-05-31
МТС-ао,RU0007775219,RUB,10,0.1,316.7,3167.00,0,10,0.1,315.7,3157.00,0,0,-10.00,0,0,10,2023-05-31
Сбербанк,RU0009029540,RUB,20,3,247.96,4959.20,0,20,3,243.94,4878.80,0,0,-80.40,0,0,20,2023-05-31
